CustomerID,Probability of Churning
3509-GWQGF,0.387
9699-UBQFS,0.386
5201-USSQZ,0.385
8728-SKJLR,0.385
5129-JLPIS,0.385
7855-DIWPO,0.385
0468-YRPXN,0.385
6439-GTPCA,0.385
6022-KOUQO,0.385
1580-BMCMR,0.385
2718-GAXQD,0.384
4070-OKWVH,0.384
4826-TZEVA,0.384
2988-GBIVW,0.384
6692-UDPJC,0.384
2921-XWDJH,0.384
6818-DJXAA,0.383
1170-SASML,0.383
6641-XRPSU,0.383
3452-SRFEG,0.383
7240-ETPTR,0.383
5287-QWLKY,0.383
3589-PPVKW,0.383
2018-PZKMU,0.382
8755-IWJHN,0.382
0118-JPNOY,0.382
2626-URJFX,0.382
7878-JGDKK,0.382
8761-NSOBC,0.382
2604-IJPDU,0.381
2040-VZIKE,0.381
3331-HQDTW,0.381
7296-PIXQY,0.381
7271-AJDTL,0.381
5136-GFPMB,0.381
6923-EFPNL,0.38
2956-GGUCQ,0.38
9819-FBNSV,0.38
7693-QPEFS,0.38
1260-TTRXI,0.38
6769-DYBQN,0.38
8614-VGMMV,0.38
0112-QAWRZ,0.38
2277-VWCNI,0.379
9058-HRZSV,0.379
6652-YFFJO,0.379
4138-NAXED,0.379
5188-HGMLP,0.378
8019-ENHXU,0.378
3323-CPBWR,0.378
8840-DQLGN,0.378
3197-ARFOY,0.378
2227-JRSJX,0.377
4067-HLYQI,0.377
3976-BWUCK,0.377
8547-NSBBO,0.376
0461-CVKMU,0.376
7824-PANSQ,0.376
0742-MOABM,0.376
2144-BFDSO,0.376
9174-FKWZE,0.376
6633-MPWBS,0.376
2070-FNEXE,0.376
5295-PCJOO,0.376
4080-OGPJL,0.376
1095-JUDTC,0.375
7055-HNEOJ,0.375
2606-RMDHZ,0.375
3164-AALRN,0.375
2305-MRGLV,0.374
8212-DJRCH,0.374
4824-GUCBY,0.374
8818-XYFCQ,0.374
9643-AVVWI,0.374
5461-QKNTN,0.373
6217-TOWGS,0.373
4883-QICIH,0.373
7511-YMXVQ,0.373
3143-ILDAL,0.373
5527-ACHSO,0.373
7599-FKVXZ,0.372
6917-YACBP,0.372
1041-RXHRA,0.372
8751-EDEKA,0.372
9927-DSWDF,0.372
3446-QDSZF,0.372
8718-PTMEZ,0.372
6599-RCLCJ,0.372
9210-IAHGH,0.372
7318-EIVKO,0.371
2587-EKXTS,0.371
0106-GHRQR,0.371
8725-JEDFD,0.371
7426-GSWPO,0.371
1591-NFNLQ,0.37
2027-WKXMW,0.37
0060-FUALY,0.37
1320-REHCS,0.37
6686-YPGHK,0.37
5206-XZZQI,0.37
0177-PXBAT,0.37
6710-HSJRD,0.37
0376-OIWME,0.37
8023-QHAIO,0.37
9576-SYUHJ,0.37
4592-IWTJI,0.37
9026-RNUJS,0.37
8468-EHYJA,0.369
9079-YEXQJ,0.369
7517-SAWMO,0.369
5349-AZPEW,0.369
8450-JOVAH,0.369
7621-VPNET,0.369
9170-CCKOU,0.368
8160-HOWOX,0.368
3058-WQDRE,0.368
1575-KRZZE,0.368
4007-NHVHI,0.368
9052-VKDUW,0.367
1271-SJBGZ,0.367
7284-BUYEC,0.367
1421-HCERK,0.367
9776-CLUJA,0.367
2141-RRYGO,0.367
3657-COGMW,0.367
4329-YPDDQ,0.367
3956-CJUST,0.367
3656-TKRVZ,0.366
2041-JIJCI,0.366
7957-RYHQD,0.366
2669-OIDSD,0.366
2683-BPJSO,0.366
7537-CBQUZ,0.366
9474-PHLYD,0.366
4566-GOLUK,0.366
8677-HDZEE,0.366
0348-SDKOL,0.366
5118-MUEYH,0.366
2108-YKQTY,0.365
1020-JPQOW,0.365
7641-EUYET,0.365
4646-QZXTF,0.365
7128-GGCNO,0.365
2988-PLAHS,0.365
3043-TYBNO,0.364
8887-IPQNC,0.364
9168-INPSZ,0.364
2105-PHWON,0.364
6741-EGCBI,0.364
7853-GVUDZ,0.364
8066-POXGX,0.364
3348-CFRNX,0.364
5707-ORNDZ,0.363
0621-TWIEM,0.363
2378-HTWFW,0.363
1658-BYGOY,0.363
6168-YBYNP,0.363
2916-BQZLN,0.363
1548-FEHVL,0.362
8648-PFRMP,0.362
2883-ILGWO,0.362
3571-RFHAR,0.362
9412-GHEEC,0.362
2322-VCZHZ,0.362
7048-GXDAY,0.362
2495-KZNFB,0.361
7129-ACFOG,0.361
4176-FXYBO,0.361
1230-QAJDW,0.361
1552-AAGRX,0.361
4931-TRZWN,0.36
6982-UQZLY,0.36
3580-REOAC,0.36
5515-RUGKN,0.36
5215-LNLDJ,0.36
3842-IYKUE,0.36
5071-FBJFS,0.359
5371-VYLSX,0.359
7549-MYGPK,0.359
7326-RIGQZ,0.359
5973-EJGDP,0.359
6143-JQKEA,0.359
9701-CDXHR,0.359
6845-RGTYS,0.359
1842-EZJMK,0.359
0363-QJVFX,0.358
5626-MGTUK,0.358
0257-ZESQC,0.358
0420-BWTPW,0.358
0634-SZPQA,0.358
4918-FYJNT,0.358
3346-BRMIS,0.358
7876-BEUTG,0.357
6300-BWMJX,0.357
2235-ZGKPT,0.357
7030-NJVDP,0.357
9578-VRMNM,0.356
3144-AUDBS,0.356
3932-IJWDZ,0.356
6234-PFPXL,0.356
6599-SFQVE,0.356
7813-ZGGAW,0.356
5143-EGQFK,0.356
4566-QVRRW,0.355
6351-SCJKT,0.355
9873-MNDKV,0.355
9318-NKNFC,0.355
9948-YPTDG,0.354
4958-GZWIY,0.354
7530-HDYDS,0.353
2957-LOLHO,0.353
4957-TREIR,0.353
4391-LNRXK,0.353
9708-HPXWZ,0.353
7277-OZCGZ,0.352
5828-AVIPD,0.352
0829-XXPLX,0.352
5027-XWQHA,0.351
4680-KUTAJ,0.351
6543-CPZMK,0.35
0749-IRGQE,0.35
6581-NQCBA,0.35
4760-THGOT,0.35
7133-VBDCG,0.35
9389-ACWBI,0.35
6240-EURKS,0.35
2480-SQIOB,0.35
2272-UOINI,0.35
5828-DWPIL,0.349
8992-CEUEN,0.349
0015-UOCOJ,0.349
8242-JSVBO,0.349
4320-QMLLA,0.348
3137-LUPIX,0.348
7130-YXBRO,0.348
8749-JMNKX,0.348
2971-SGAFL,0.348
8016-NCFVO,0.348
5947-SGKCL,0.347
1809-DMJHQ,0.347
7421-ZLUPA,0.347
2279-AXJJK,0.347
7905-TVXTA,0.347
2834-SPCJV,0.346
0880-FVFWF,0.346
1600-DILPE,0.346
9919-YLNNG,0.346
4625-EWPTF,0.346
7730-IUTDZ,0.346
9547-ITEFG,0.346
4828-FAZPK,0.346
9158-VCTQB,0.346
6859-RKMZJ,0.345
0639-TSIQW,0.345
6360-SVNWV,0.345
5392-AKEMH,0.344
4581-LNWUM,0.344
8775-CEBBJ,0.344
3569-EDBPQ,0.344
7758-XKCBS,0.344
2347-WKKAE,0.344
3170-GWYKC,0.344
3466-RITXD,0.344
4257-GAESD,0.344
3148-BLQJT,0.343
3247-MHJKM,0.343
4786-UKSNZ,0.343
1000-AJSLD,0.343
8305-VHZBZ,0.343
5356-RHIPP,0.343
6380-ARCEH,0.343
7698-YFGEZ,0.343
1066-JKSGK,0.343
8749-CLJXC,0.343
4877-EVATK,0.343
7176-WIONM,0.343
8048-DSDFQ,0.343
6286-SUUWT,0.343
0058-EVZWM,0.343
7096-UCLNH,0.343
4661-NJEUX,0.343
7798-JVXYM,0.343
3030-ZKIWL,0.343
6599-GZWCM,0.343
1240-KNSEZ,0.343
5143-WMWOG,0.343
1934-SJVJK,0.343
8645-KWHJO,0.342
9681-KYGYB,0.342
9767-FFLEM,0.342
7774-OJSXI,0.342
7594-LZNWR,0.342
5708-EVONK,0.342
3069-SSVSN,0.341
7850-VWJUU,0.341
6339-DKLMK,0.341
2479-BRAMR,0.341
8722-NGNBH,0.341
5533-NHFRF,0.341
4833-QTJNO,0.34
2761-XECQW,0.34
6633-SYEUS,0.34
5701-ZIKJE,0.34
2027-CWDNU,0.34
3865-ZYKAD,0.34
7009-LGECI,0.34
9327-QSDED,0.34
2373-NTKOD,0.34
7351-KYHQH,0.34
8535-SFUTN,0.34
5087-SUURX,0.339
5575-TPIZQ,0.339
0601-WZHJF,0.339
5016-ETTFF,0.339
8178-EYZUO,0.339
2219-MVUSO,0.339
9396-ZSFLL,0.339
5002-GCQFH,0.339
1110-KYLGQ,0.339
8069-YQQAJ,0.339
4831-EOBFE,0.339
4570-QHXHL,0.339
0587-DMGBH,0.338
2067-QYTCF,0.338
7821-DPRQE,0.338
5099-BAILX,0.338
2669-QVCRG,0.338
4983-CLMLV,0.337
7839-QRKXN,0.337
4010-YLMVT,0.337
8974-OVACP,0.337
4673-KKSLS,0.337
4897-QSUYC,0.337
0516-WJVXC,0.337
1656-DRSMG,0.336
2684-EIWEO,0.336
7159-FVYPK,0.336
0786-VSSUD,0.336
3683-QKIUE,0.336
3717-LNXKW,0.336
1848-LBZHY,0.336
1481-ZUWZA,0.335
3522-CDKHF,0.335
3090-LETTY,0.335
2782-LFZVW,0.335
3890-RTCMS,0.335
6067-NGCEU,0.335
2207-OBZNX,0.335
4080-IIARD,0.334
4724-WXVWF,0.334
7521-AFHAB,0.334
9659-QEQSY,0.334
9481-IEBZY,0.334
8189-HBVRW,0.333
5204-QZXPU,0.333
2302-ANTDP,0.333
8740-XLHDR,0.333
9254-RBFON,0.332
1803-BGNBD,0.332
4412-YLTKF,0.332
8118-TJAFG,0.332
3898-GUYTS,0.332
4361-BKAXE,0.331
0430-IHCDJ,0.331
3426-NIYYL,0.331
1025-FALIX,0.331
1867-TJHTS,0.331
0618-XWMSS,0.331
1349-WXNGG,0.331
7310-EGVHZ,0.331
0730-KOAVE,0.331
2582-FFFZR,0.331
1493-AMTIE,0.331
8404-FYDIB,0.331
3714-JTVOV,0.33
4482-FTFFX,0.33
0356-ERHVT,0.33
6627-CFOSN,0.33
3945-GFWQL,0.329
5141-ZUVBH,0.329
7241-AJHFS,0.329
4690-LLKUA,0.329
7112-OPOTK,0.329
0260-ZDLGK,0.329
1685-VAYJF,0.329
2267-FPIMA,0.328
5334-JLAXU,0.328
5780-INQIK,0.328
8404-GFGCZ,0.328
7075-BNDVQ,0.328
9375-MHRRS,0.327
5424-RLQLC,0.327
5325-UWTWJ,0.326
3258-SANFR,0.326
4307-KTUMW,0.326
7880-XSOJX,0.326
0423-UDIJQ,0.326
1169-WCVAK,0.326
2452-SNHFZ,0.326
1205-WNWPJ,0.326
8868-GAGIO,0.326
7950-XWOVN,0.326
2955-PSXOE,0.325
4188-FRABG,0.325
1432-FPAXX,0.325
0836-SEYLU,0.325
1356-MKYSK,0.324
4640-UHDOS,0.324
4452-QIIEB,0.324
7554-AKDQF,0.324
0999-QXNSA,0.324
1120-BMWUB,0.323
1436-ZMJAN,0.323
3071-VBYPO,0.323
0239-OXEXL,0.323
1373-ORVIZ,0.323
1394-SUIUH,0.323
9441-QHEVC,0.322
9975-SKRNR,0.322
2369-FEVNO,0.322
1015-OWJKI,0.322
4667-OHGKG,0.322
1663-MHLHE,0.322
3785-NRHYR,0.322
6615-ZGEDR,0.322
6141-OOXUQ,0.322
3930-ZGWVE,0.322
7617-EYGLW,0.322
6624-JDRDS,0.322
4402-FTBXC,0.322
1029-QFBEN,0.322
6218-KNUBD,0.322
0107-WESLM,0.322
1725-MIMXW,0.322
7601-WFVZV,0.322
7989-CHGTL,0.322
7239-HZZCX,0.322
1228-FZFRV,0.322
8393-JMVMB,0.322
2465-BLLEU,0.322
4892-VLANZ,0.322
2157-MXBJS,0.322
5766-ZJYBB,0.322
5906-BFOZT,0.322
4232-JGKIY,0.322
6029-CSMJE,0.321
9079-LWTFD,0.32
1193-RTSLK,0.32
2455-USLMV,0.32
8182-PNAGI,0.32
5939-XAIXZ,0.32
2826-DXLQO,0.319
3803-KMQFW,0.319
4255-DDUOU,0.319
5133-VRSAB,0.319
8495-LJDFO,0.318
5600-PDUJF,0.318
8735-IJJEG,0.318
5172-MIGPM,0.318
6179-GJPSO,0.318
9572-MTILT,0.317
9780-FKVVF,0.317
2585-KTFRE,0.317
2522-AHJXR,0.317
9206-GVPEQ,0.317
0550-DCXLH,0.317
7814-LEEVE,0.317
6124-ACRHJ,0.316
0761-AETCS,0.316
1156-ZFYDO,0.316
5022-JNQEQ,0.316
4588-YBNIB,0.316
7551-JOHTI,0.316
7298-IZWLY,0.316
1135-LMECX,0.316
8329-IBCTI,0.316
4280-DLSHD,0.316
1905-OEILC,0.316
6569-KTMDU,0.316
0212-ISBBF,0.316
7721-DVEKZ,0.316
6654-QGBZZ,0.316
3900-AQPHZ,0.316
1622-HSHSF,0.316
2866-IKBTM,0.316
6625-UTXEW,0.316
4800-VHZKI,0.316
6121-VZNQB,0.316
8605-ITULD,0.316
7302-ZHMHP,0.316
7878-RTCZG,0.316
0970-QXPXW,0.316
4976-LNFVV,0.316
8566-YPRGL,0.316
1346-PJWTK,0.315
1849-RJYIG,0.315
9779-DPNEJ,0.315
0319-QZTCO,0.315
8455-HIRAQ,0.315
0096-BXERS,0.315
8679-JOEVF,0.315
1100-DDVRV,0.314
2187-LZGPL,0.314
0487-RPVUM,0.314
4211-MMAZN,0.314
8158-WPEZG,0.314
0899-WZRSD,0.314
6410-LEFEN,0.314
0463-ZSDNT,0.314
1213-NGCUN,0.314
2542-HYGIQ,0.314
2081-KJSQF,0.314
2027-OAQQC,0.314
5651-CPDND,0.314
8203-XJZRC,0.314
9097-ZUBYC,0.313
8095-WANWK,0.313
9026-LHEVG,0.313
2604-XVDAM,0.313
0856-NAOES,0.313
5482-NUPNA,0.312
6038-GCYEC,0.312
9142-KZXOP,0.312
0237-YFUTL,0.312
0003-MKNFE,0.312
1216-BGTSP,0.312
8773-HHUOZ,0.311
6898-MDLZW,0.311
7398-LXGYX,0.311
3604-WLABM,0.311
6680-NENYN,0.311
2475-MROZF,0.311
6133-OZILE,0.311
6578-KRMAW,0.31
0365-TRTPY,0.31
2676-OXPPQ,0.31
4250-FDVOU,0.31
9822-WMWVG,0.31
1194-SPVSP,0.31
3717-OFRTN,0.31
7291-CDTMJ,0.31
5309-TAIKL,0.309
4987-GQWPO,0.309
4628-CTTLA,0.309
0311-QYWSS,0.309
8901-HJXTF,0.308
7993-NQLJE,0.308
0215-BQKGS,0.308
5778-BVOFB,0.308
0734-OXWBT,0.308
0295-QVKPB,0.308
2716-GFZOR,0.308
3688-FTHLT,0.308
7396-VJUZB,0.308
2011-TRQYE,0.308
2931-FSOHN,0.308
7596-LDUXP,0.308
9667-EQRXU,0.307
4905-JEFDW,0.307
5630-AHZIL,0.307
2876-VBBBL,0.307
2460-NGXBJ,0.307
0811-GSDTP,0.307
3566-VVORZ,0.307
1442-BQPVU,0.307
0670-KDOMA,0.307
4522-AKYLR,0.307
4439-YRNVD,0.307
6313-GIDIT,0.306
7733-UDMTP,0.306
3629-WEAAM,0.306
3665-JATSN,0.306
5921-NGYRH,0.306
2085-BOJKI,0.306
8217-QYOHV,0.306
7766-CLTIC,0.306
4846-WHAFZ,0.305
4256-ZWTZI,0.305
6439-LAJXL,0.305
7916-VCCPB,0.304
2812-SFXMJ,0.304
5843-TTHGI,0.304
3030-YZADT,0.304
2654-VBVPB,0.304
9643-YBLUR,0.304
8799-OXZMD,0.304
1098-TDVUQ,0.304
6080-TCMYC,0.304
5568-DMXZS,0.302
2720-FVBQP,0.302
5934-RMPOV,0.302
2189-UXTKY,0.302
8976-OQHGT,0.302
8059-UDZFY,0.302
5590-YRFJT,0.301
6243-OZGFH,0.301
9522-BNTHX,0.301
5542-DHSXL,0.301
8229-MYEJZ,0.3
7319-VENRZ,0.3
6789-HJBWG,0.3
9163-GHAYE,0.3
9054-FOWNV,0.3
5816-SCGFC,0.3
8791-GFXLZ,0.3
7926-IJOOU,0.299
2911-WDXMV,0.299
7853-WNZSY,0.299
3808-HFKDE,0.299
7054-ENNGU,0.299
6849-OYAMU,0.298
4307-KWMXE,0.298
1215-VFYVK,0.298
6128-AQBMT,0.298
2817-NTQDO,0.298
0603-OLQDC,0.298
7636-OWBPG,0.298
5380-WJKOV,0.298
5651-WYIPH,0.297
1724-IQWNM,0.297
3692-JHONH,0.297
4177-JPDFU,0.297
0927-CNGRH,0.297
6849-WLEYG,0.297
5882-CMAZQ,0.296
4130-MZLCC,0.296
4226-KKDON,0.296
2074-GUHPQ,0.296
1703-MGIAB,0.296
8985-OOPOS,0.295
3316-UWXUY,0.295
3086-RUCRN,0.295
3113-IWHLC,0.295
2100-BDNSN,0.295
0804-XBFBV,0.295
1465-LNTLJ,0.295
7975-TZMLR,0.295
9842-EFSYY,0.295
6135-OZQVA,0.295
1559-DTODC,0.294
6713-OKOMC,0.294
7410-KTVFV,0.294
3192-LNKRK,0.294
6563-VNPMN,0.294
3001-UNBTL,0.294
4781-ZXYGU,0.294
1261-FWTTE,0.294
5240-CAOYT,0.294
2576-HXMPA,0.293
3873-NFTGI,0.293
4819-HJPIW,0.293
8562-GHPPI,0.293
1596-OQSPS,0.293
6549-NNDYT,0.293
2220-IAHLS,0.293
5433-KYGHE,0.292
5402-HTOTQ,0.292
2257-BOVXD,0.292
3345-PBBFH,0.292
3694-DELSO,0.291
6954-OOYZZ,0.291
4881-JVQOD,0.291
5982-FPVQN,0.291
7905-NJMXS,0.29
6794-HKIAJ,0.29
8735-DCXNF,0.29
9530-EHPOH,0.29
5201-FRKKS,0.289
7966-YOTQW,0.289
5868-YTYKS,0.288
0909-SDHNU,0.288
6537-QLGEX,0.288
5073-WXOYN,0.288
2709-UQGNP,0.288
4598-XLKNJ,0.288
9420-LOJKX,0.288
6397-JNZZG,0.288
2894-QOJRX,0.287
5438-QMDDL,0.287
2480-JZOSN,0.287
9381-NDKME,0.286
1658-XUHBX,0.286
8963-JLGJT,0.286
3794-NFNCH,0.286
1564-HJUVY,0.286
1049-FYSYG,0.285
4879-GZLFH,0.284
3161-GETRM,0.284
7593-JNWRU,0.284
8399-YNDCH,0.283
9820-RMCQV,0.283
2474-LCNUE,0.283
0870-VEMYL,0.283
3865-QBWSJ,0.283
4291-HPAXL,0.283
6092-QZVPP,0.282
1641-RQDAY,0.282
3173-NVMPX,0.282
1353-LJWEM,0.282
9644-UMGQA,0.282
1324-NLTJE,0.282
7047-FWEYA,0.281
6467-CHFZW,0.281
1548-ARAGG,0.281
6345-HOVES,0.281
0917-EZOLA,0.281
2075-RMJIK,0.281
5186-EJEGL,0.281
0623-IIHUG,0.281
9139-WQQDY,0.28
9122-UMROB,0.28
7351-MHQVU,0.28
8731-WBBMB,0.28
6770-XUAGN,0.28
2676-ISHSF,0.28
1845-CSBRZ,0.279
7551-DACSP,0.279
8344-WFMFH,0.279
0447-BEMNG,0.279
7446-YPODE,0.279
3351-NGXYI,0.279
4612-THJBS,0.279
9904-EHEVJ,0.279
8807-ARQET,0.279
0265-PSUAE,0.278
7661-CPURM,0.278
7743-EXURX,0.278
2240-HSJQD,0.278
8378-LKJAF,0.278
3255-GRXMG,0.278
1310-QRITU,0.278
7067-KSAZT,0.277
2810-FTLEM,0.277
3845-JHAMY,0.277
0282-NVSJS,0.277
8980-WQFWL,0.277
7000-WCEVQ,0.277
2519-LBNQL,0.277
2886-KEFUM,0.277
1750-CSKKM,0.277
5977-CKHON,0.277
8967-SZQAS,0.276
4827-USJHP,0.276
4950-BDEUX,0.276
7811-JIVPF,0.276
4695-VADHF,0.276
6704-UTUKK,0.276
9281-PKKZE,0.276
4190-MFLUW,0.276
6921-OZMFH,0.276
0823-HSCDJ,0.275
4415-WNGVR,0.275
7143-BQIBA,0.275
7203-OYKCT,0.275
9774-NRNAU,0.275
4488-KQFDT,0.275
2172-EJXVF,0.275
0822-QGCXA,0.275
5294-DMSFH,0.275
7892-POOKP,0.275
5366-OBVMR,0.274
3308-MHOOC,0.274
1452-KIOVK,0.274
8073-IJDCM,0.274
4283-IVYCI,0.274
5510-BOIUJ,0.274
1202-KKGFU,0.274
5995-OIGLP,0.274
5174-RNGBH,0.274
9489-UTFKA,0.274
0314-TKOSI,0.274
1853-ARAAQ,0.274
5035-PGZXH,0.274
1472-TNCWL,0.273
4647-XXZAM,0.273
8329-GWVPJ,0.273
2625-TRCZQ,0.273
8096-LOIST,0.273
0719-SYFRB,0.272
0943-ZQPXH,0.272
7789-CRUVC,0.272
3863-IUBJR,0.272
7797-EJMDP,0.272
0678-RLHVP,0.271
8597-CWYHH,0.271
5968-XQIVE,0.271
1585-MQSSU,0.271
3521-SYVOR,0.271
8082-GHXOP,0.271
7895-VONWT,0.27
2270-CHBFN,0.27
4619-EVPHY,0.27
9481-SFCQY,0.27
7016-BPGEU,0.27
6614-VBEGU,0.27
5057-LCOUI,0.27
8124-NZVGJ,0.269
4324-BZCKL,0.269
9544-PYPSJ,0.269
0100-DUVFC,0.269
8878-RYUKI,0.269
7694-VLBWQ,0.269
3807-XHCJH,0.268
4450-YOOHP,0.268
5311-IHLEI,0.268
9962-BFPDU,0.268
4282-ACRXS,0.268
6959-GQEGV,0.268
1089-HDMKP,0.268
0027-KWYKW,0.268
6646-QVXLR,0.267
0913-XWSCN,0.267
2087-QAREY,0.267
4468-YDOVK,0.267
5533-RJFTJ,0.267
6743-HHQPF,0.267
1335-HQMKX,0.267
1216-JWVUX,0.267
3896-RCYYE,0.267
6345-ULYRW,0.266
3545-CNWRG,0.266
0380-NEAVX,0.266
0406-BPDVR,0.266
4672-FOTSD,0.266
9700-ISPUP,0.266
1862-SKORY,0.266
8257-RZAHR,0.266
4945-RVMTE,0.265
7682-AZNDK,0.265
7634-WSWDB,0.265
2811-POVEX,0.265
9103-TCIHJ,0.265
5949-EBSQK,0.264
4360-QRAVE,0.264
8262-COGGB,0.264
2668-TZSPS,0.264
1410-RSCMR,0.264
7893-IXHRQ,0.264
6579-JPICP,0.264
9761-XUJWD,0.264
0280-XJGEX,0.264
0673-IGUQO,0.264
4745-LSPLO,0.264
3640-JQGJG,0.264
5996-DAOQL,0.264
5154-VEKBL,0.264
3590-TCXTB,0.264
3325-FUYCG,0.264
9938-EKRGF,0.263
7892-QVYKW,0.263
8450-UYIBU,0.263
7041-TXQJH,0.263
2748-MYRVK,0.263
9495-SKLKD,0.262
3521-MNKLV,0.262
6537-OTKMY,0.262
4098-NAUKP,0.262
4338-EYCER,0.262
8631-WUXGY,0.262
7272-QDCKA,0.262
3976-NLDEZ,0.261
0799-DDIHE,0.261
1423-BMPBQ,0.261
2770-NSVDG,0.261
4013-GUXND,0.261
5088-QZLRL,0.261
1767-TGTKO,0.261
3506-LCJDC,0.261
5049-GLYVG,0.261
4450-MDZFX,0.261
7426-WEIJX,0.261
9629-NHXFW,0.261
9693-XMUOB,0.26
4123-FCVCB,0.26
2828-SLQPF,0.26
2014-MKGMH,0.26
8292-TYSPY,0.26
7746-AWNQW,0.26
0727-BMPLR,0.26
2458-EOMRE,0.259
4083-BFNYK,0.259
0013-MHZWF,0.259
1976-AZZPJ,0.259
2002-MZHWP,0.258
7742-MYPGI,0.258
1963-VAUKV,0.258
3727-JEZTU,0.258
9626-VFRGG,0.258
4634-JLRJT,0.258
4947-DSMXK,0.258
6429-SHBCB,0.258
5686-CMAWK,0.258
2592-YKDIF,0.258
2929-QNSRW,0.258
9753-OYLBX,0.258
4710-FDUIZ,0.258
4001-TSBTV,0.258
5934-TSSAU,0.258
8388-FYNPZ,0.258
4608-LCIMN,0.257
2672-TGEFF,0.257
7130-CTCUS,0.257
8647-SDTWQ,0.257
0564-MUUQK,0.257
9350-VLHMB,0.257
2478-EEWWM,0.257
2252-ISRNH,0.257
0567-GGCAC,0.257
0520-FDVVT,0.256
4468-KAZHE,0.256
6821-JPCDC,0.256
2325-WINES,0.256
7964-VEXDG,0.256
3092-IGHWF,0.255
2623-DRYAM,0.255
0191-ZHSKZ,0.255
0426-TIRNE,0.255
9800-ONTFE,0.255
1919-RTPQD,0.255
4480-MBMLB,0.255
2824-MYYBN,0.255
7434-SHXLS,0.255
5445-GLVOT,0.255
3104-OWCGK,0.255
8620-RJPZN,0.255
4324-AHJKS,0.255
7243-LCGGZ,0.255
3132-TVFDZ,0.255
5180-UCIIQ,0.255
6261-LHRTG,0.255
1355-KUSBG,0.255
6815-ABQFQ,0.254
9415-TPKRV,0.254
2433-KMEAS,0.254
5136-RGMZO,0.254
0064-YIJGF,0.254
2259-OUUSZ,0.254
9314-QDMDW,0.254
1699-HPSBG,0.254
8919-FYFQZ,0.253
3445-HXXGF,0.253
7449-HVPIV,0.253
6483-OATDN,0.253
7883-ROJOC,0.253
7459-RRWQZ,0.253
1644-IRKSF,0.253
9763-GRSKD,0.253
1370-GGAWX,0.253
3349-ANQNH,0.252
7356-IWLFW,0.252
2294-DMMUS,0.252
1625-JAIIY,0.252
2382-BCKQJ,0.252
2432-TFSMK,0.252
4925-LMHOK,0.252
7188-CBBBA,0.251
2782-JEEBU,0.251
2363-BJLSL,0.251
5639-NTUPK,0.251
3528-HFRIQ,0.251
7064-FRRSW,0.251
1785-BPHTP,0.251
3524-WQDSG,0.251
7740-KKCXF,0.251
8205-MQUGY,0.251
3090-QFUVD,0.251
3689-MOZGR,0.251
6344-SFJVH,0.251
4765-OXPPD,0.25
4109-CYRBD,0.25
3450-WXOAT,0.25
2346-DJQTB,0.25
4003-FUSHP,0.25
5443-SCMKX,0.25
5149-TGWDZ,0.25
7483-IQWIB,0.249
1784-EZDKJ,0.249
7502-BNYGS,0.249
2659-VXMWZ,0.249
5624-BQSSA,0.248
7748-UMTRK,0.248
5949-HGVJL,0.248
8250-ZNGGW,0.248
4607-CHPCA,0.248
3714-XPXBW,0.248
7382-DFJTU,0.248
8152-UOBNY,0.248
2446-ZKVAF,0.248
2320-JRSDE,0.247
5202-IVJNU,0.247
4760-XOHVN,0.247
3645-DEYGF,0.247
3679-XASPY,0.247
5447-WZAFP,0.247
3570-YUEKJ,0.247
7175-NTIXE,0.247
9518-RWHZL,0.247
3638-DIMPH,0.246
8623-ULFNQ,0.246
2359-KLTEK,0.246
2957-JIRMN,0.246
0708-LGSMF,0.246
5671-UUNXD,0.246
3404-JNXAX,0.246
3886-CERTZ,0.246
7909-FIOIY,0.246
6728-VOIFY,0.246
2239-JALAW,0.246
0701-TJSEF,0.246
9033-EOXWV,0.245
3313-QKNKB,0.245
3016-KSVCP,0.245
6199-IWKGC,0.245
8294-UIMBA,0.245
3763-GCZHZ,0.245
9249-FXSCK,0.245
5423-BHIXO,0.245
4869-EPIUS,0.245
4801-JZAZL,0.245
2586-CWXVV,0.244
7605-SNLQG,0.244
7750-EYXWZ,0.244
9470-XCCEM,0.244
1208-NBVFH,0.244
2001-EWBQU,0.244
3256-EZDBI,0.244
4657-FWVFY,0.244
6088-BXMRG,0.243
5515-IDEJJ,0.243
0111-KLBQG,0.243
1855-AGAWH,0.243
5176-LDKUH,0.243
1629-DQQVB,0.243
0247-SLUJI,0.243
1907-YLNYW,0.243
5649-TJHOV,0.243
2616-UUTFK,0.243
4580-TMHJU,0.242
3413-CSSTH,0.242
6854-EXGSF,0.242
5046-NUHWD,0.242
2195-VVRJF,0.242
7669-LCRSD,0.242
3893-JRNFS,0.242
6728-WYQBC,0.242
5131-PONJI,0.241
9708-KFDBY,0.241
6705-LNMDD,0.241
3097-IDVPU,0.241
0440-QEXBZ,0.241
7622-NXQZR,0.24
1258-YMZNM,0.24
7716-YTYHG,0.24
1322-AGOQM,0.24
5951-AOFIH,0.24
3162-KKZXO,0.24
5198-EFNBM,0.24
8627-ZYGSZ,0.24
2927-QRRQV,0.24
9057-MSWCO,0.239
0156-FVPTA,0.239
9821-BESNZ,0.239
5206-HPJKM,0.239
8148-BPLZQ,0.239
2700-LUEVA,0.239
6749-UTDVX,0.239
6807-SIWJI,0.238
6507-DTJZV,0.238
6128-DAFVY,0.238
0584-BJQGZ,0.238
2519-ERQOJ,0.238
7074-STDCN,0.238
